id,event_name,description,audience,cycle,website,email,country,date_uncertain,date,duration_days,venue_id
3444,SALEM GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. SALEM WINTER GUN & KNIFE SHOW features rifles, handguns, shotguns, combat knives and swords, cartridges, pistols, antique coins, Hunting & Fishing accessories, survival gears, carbines and self protection items",Public,6 times a year,http://www.cegunshows.com/salem-gun-show.html,info@showmastersgunshows.com,USA,False,2024-01-20,2,801
3445,ARIZONA WEDDING SHOW (JANUARY) 2024,"The Arizona Wedding Show is the biggest wedding and event show in the region. Twice a year, the expo features more than 200 of the valley’s top wedding and event experts all in one place",Public,once a year,http://www.arizonaweddingshowjanuary.com/,rosannah@marketplaceevents.com,USA,False,2024-01-27,2,630
3446,TACOMA HOME + GARDEN SHOW 2024,"Tacoma, WA Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://tacomahomeandgardenshow.comhttps//www.marketplaceevents.com/our-shows,tysonk@mpeshows.com,USA,False,2024-01-25,4,787
3447,WACO GUNS & KNIFE SHOW 2024,"Arms & Ammunition Fair. WACO GUNS & KNIFE SHOW features self protection weapons, shooting rifle, shotgun, reloading supplies, combat swords, collector guns, fishing tackle, bulletproof jackets, ear plugs, holsters, carbines, flashlight and hunting knives",Public,twice a year,http://www.premiergunshows.com/shows,Info@PremierGunShows.com,USA,False,2024-01-20,2,802
3448,CONNECT MIDWEST 2024,"Connect is the premier event that brings together planners, suppliers and experts in Corporate, Association, Speciality, Expo, Tour and Sports meetings & events for preset appointments, general sessions, planner/supplier round tables & quality networking",Public,once a year,http://www.connectmeetings.com/,info@connectmeetings.com,USA,False,2024-01-22,3,615
3449,COLOMBIA MODA 2024,Fashion Expo,Public,once a year,http://colombiatex.inexmoda.org.co/,contactcenter@inexmoda.org.co,Colombia,False,2024-01-23,3,638
3450,POWER-GEN INTERNATIONAL '2024,"International Meeting of Electric Power Producers, Independent Power Producers, Co Generation Plants, Waste-to Energy Plants",Public,once a year,http://www.powergen.com/,powergeninternational@compusystems.com,USA,False,2024-01-23,3,678
3451,NAMM SHOW 2024,"The NAMM Show is where people from all around the world get to experience the latest products from across music, sound, and event technology",Public,once a year,http://www.namm.org/,tradeshow@namm.com,USA,False,2024-01-25,4,803
3452,WINTER FANCY FOOD SHOW 2024,International Fancy Food & Confection Show,Public,once a year,http://www.fancyfoodshows.com/,attendinginfo@fancyfoodshows.com,USA,False,2024-01-21,3,429
3453,LUXURY BRIDAL EXPO CHEVY CHASE COUNTRY CLUB WHEELING 2024,"Luxury Bridal Exhibition in Chicago. LUXURY BRIDAL EXPO CHEVY CHASE COUNTRY CLUB features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dress, Event Planner",Public,once a year,http://www.bridalshowexpo.com/,info@BridalShowExpo.com,USA,False,2024-01-21,1,804
3454,DAYTON GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair showcases antique pistols, hunting rifles, combat knives and swords, cartridges, coins & collectible, hunting accessories, fishing gears, holsters, gun safes & cases, outdoor survival training",Public,unknown,http://www.cegunshows.com/,info@showmastersgunshows.com,USA,False,2024-01-27,2,805
3455,"PROGRESSIVE INSURANCE LOUISVILLE BOAT, RV & SPORTSHOW 2024","Louisville Boat, RV & Sportshow",Public,once a year,http://www.louisvilleboatshow.com/,terry@scma.com,USA,False,2024-01-24,5,728
3456,BILOXI GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. BILOXI GUN & KNIFE SHOW features shooting rifles, shotguns, collectibles, pistols, antique knifes, war relics, personal defense weapons, gun safe, outdoor equipment, hunting accessories, holsters and display cases",Public,twice a year,http://www.capgunshows.com/shows,info@capgunshows.com,USA,False,2024-01-27,2,806
3457,TEXWORLD NEW YORK CITY 2024,"Texworld New York City is an international business platform to source fabric and materials for fashion. The largest sourcing event on the East Coast hosts global suppliers, fabric buyers, designers, and fashion professionals",Public,twice a year,http://texworld-usa.us.messefrankfurt.com/new-york/en.html,twusainfo@usa.messefrankfurt.com,USA,False,2024-01-22,3,551
3458,AEE - ADULT ENTERTAINMENT EXPO 2024,Adult Entertainment Expo. The AEE is the largest pornography industry trade show in the United States,Public,once a year,http://www.adultentertainmentexpo.com/,aeeinfo@avn.com,USA,False,2024-01-24,4,807
3459,GREATER CHARLOTTE HOME + LANDSCAPE SHOW 2024,"Charlotte, NC Home & Landscape Show",Public,once a year,http://charlottehomeandlandscapeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-01-26,3,808
3460,COLOMBIATEX DE LAS AMÉRICAS 2024,Textile & Fashion-Confection International Trade Show,Public,once a year,http://colombiatex.inexmoda.org.co/,contactcenter@inexmoda.org.co,Colombia,False,2024-01-23,3,638
3461,THE INTERNATIONAL SURFACE EVENT (TISE WEST) 2024,"The Largest North American Trade Show for Floor Covering, Stone and Tile Industry",Public,once a year,http://www.intlsurfaceevent.com/en/home.html,amie.gilmore@informa.com,USA,False,2024-01-23,4,620
3462,NEW YORK NATIONAL BOAT SHOW 2024,International Boat Show,Public,once a year,http://nyboatshow.com/,webmaster@nmma.org,USA,False,2024-01-24,5,551
4528,EXPO REINCORPORA 2024,"At EXPO REINCORPORA, different products made by inmates in the Cochabamba prisons are exhibited and put up for sale: wooden objects and furniture, blacksmithing, metalworking, sewing, embroidery, children's games, decorative items, handicrafts, jewelry...",Public,once a year,http://www.feicobol.com.bo/,feicobol@feicobol.com.bo,Bolivia,True,2024-09-01,1,578
3464,GUNS & KNIFE SHOW MARLBORO 2024,"Arms & Ammunition Fair. GUNS & KNIFE SHOW MARLBORO showcases shooting rifles, all sizes of knives, samurai swords, shotguns, collectible firearms, hunting & fishing accessories, Militaria of wars, ammo, carbines, magazines, cartridges and holsters",Public,unknown,http://www.eastmangunshows.com/calendar.asp,fasttrack@rcn.com,USA,False,2024-01-27,2,809
3465,PGA MERCHANDISE SHOW & CONVENTION 2024,International Golf Industry Professionals Exhibition and Convention,Public,once a year,http://www.pgashow.com/,inquiry@pga.reedexpo.com,USA,False,2024-01-23,4,485
3466,GUNS & KNIFE SHOW FRANKLIN 2024,"Arms and Ammunition fair. GUNS & KNIFE SHOW FRANKLIN features rifles, handguns, shotguns, combat knives and swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.gemcapitolshows.com/,tiamalle@aol.com,USA,False,2024-01-27,2,810
3467,NORTH ATLANTA HOME SHOW 2024,"Duluth, GA Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://northatlantahomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-01-26,3,518
3468,HAVANA INTERNATIONAL JAZZ FESTIVAL TOUR 2024,Havana International Jazz Festival,Public,once a year,http://jazzcuba.com/,hello@cubaexplorer.com,Cuba,False,2024-01-23,7,811
3469,EDMONTON RENOVATION SHOW 2024,Edmonton Renovation Trade Show. From Flooring to Roofing and everything in-between,Public,once a year,http://edmontonrenovationshow.com/,rosannah@marketplaceevents.com,Canada,False,2024-01-26,3,598
3470,AHR EXPO 2024,"International Air-conditioning, Heating, Refrigerating Exposition",Public,once a year,http://www.ahrexpo.com/,info@ahrexpo.com,USA,False,2024-01-22,3,497
3471,COUROMODA 2024,"International Shoes, Sport Goods and Leather Goods Fair",Public,once a year,http://couromoda.com/feira,couromoda@couromoda.com.br,Brazil,False,2024-01-22,3,451
3472,GUNS & KNIFE SHOW ROME 2024,"Arms and Ammunition fair. GUNS & KNIFE SHOW ROME features rifles, handguns, shotguns, combat knives and swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.gemcapitolshows.com/,tiamalle@aol.com,USA,False,2024-01-27,2,812
3473,THE ENERGY VENTURE SUMMIT 2024,"Discover emerging energy technology, alternative energy and traditional oil and gas start-up ventures at The Energy Venture Investment Summit",Public,once a year,http://theenergyventuresummit.com/,conferences@enercominc.com,USA,True,2024-02-01,1,813
3474,VITORIA STONE FAIR BRAZIL 2024,International Marble and Granite Fair,Public,once a year,http://www.vitoriastonefair.com.br/,geraldo@vitoriastonefair.com.br,Brazil,False,2024-01-30,4,814
3475,"NAPLES ART, ANTIQUE & JEWELRY SHOW 2024","Art, Antique and Jewelry Show in Naples, FL. Naples Art, Antique and Jewelry Show features the collections of renowned international dealers, attracts tens of thousands of private collectors, museum curators, investors and interior designers",Public,once a year,http://www.naplesshow.com/,Info@palmbeachshowgroup.com,USA,True,2024-02-01,1,815
3476,GREENVILLE GUN SHOW 2024,"Guns & Knives show. GREENVILLE GUN SHOW presents all types of firearms, knives, militaria of war, fishing gears, antique pistol, hunting accessories, muzzle loading, gun case & safes, self protection weapon, outdoor survival training and hi-tech optics",Public,once a year,http://www.bigpopgunshows.com/services,bigpopfireworks@gmail.com,USA,True,2024-02-01,1,763
3477,WEST VIRGINIA INTERNATIONAL AUTO SHOW 2024,"International Auto Show in Charleston. WEST VIRGINIA INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, and SUVS and a collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://westvirginiaautoshow.com/,lisa.gelb@primedia.com,USA,True,2024-02-01,1,816
3478,PARSONS GUNS & KNIFE SHOW 2024,"Self Defense Weapon Fair. PARSONS GUNS & KNIFE SHOW showcases shotguns, handguns, hunting rifle, combat knife and swords, collector & antic fireweapons, Indian artifacts, muzzle load, hi-tech optics, safety equipment, holsters, war relics and gun parts",Public,twice a year,http://www.greatamericanpromotionsllc.com/,MWXmarketing@aol.com,USA,True,2024-02-01,1,817
3479,"RETROMANIA - BOULDER, CO 2024","Fair for Vintage and Collector's items. Comics, Toys, Records, Games, Movies, Cards, Apparel and more...",Public,once a year,http://www.heritageeventcompany.com/,heritageeventco@gmail.com,USA,False,2024-01-27,2,818
3480,CENTRAL CAROLINA BOAT & FISHING EXPO 2024,Boat and Fishing fair,Public,once a year,http://greensborofishingexpo.com/,info@ncboatshows.com,USA,True,2024-02-01,1,819
3481,MEGACON 2024,"A large multi-genre convention that caters to the comic book, sci-fi, anime, fantasy, and gaming communities",Public,once a year,http://megaconvention.com/,headoffice@informa.com,USA,False,2024-02-01,4,485
3482,MID-ATLANTIC BOAT SHOW 2024,Boat Show,Public,once a year,http://midatlanticboatshow.com/,info@ncboatshows.com,USA,True,2024-02-01,1,773
3483,TISSUE WORLD - MIAMI 2024,"World's Meeting Place for the Tissue Business. Tissue World Miami is intended for producers, converters, distributors and suppliers of soft hygienic tissue Paper",Public,every 2 years,http://www.tissueworld.com/miami/en/home.html,info@tissueworld.com,USA,False,2024-01-31,3,707
3484,AUSTIN VET 2024,Veterinary Forum. The event offers vets practical and relevant training with clinical programmes for small animal vets,Public,once a year,http://us.vetshow.com/austin,info@closerstillmedia.com,USA,True,2024-02-01,1,746
3485,VANCOUVER INTERNATIONAL BOAT SHOW 2024,"Western Canada's largest Boat Show. At Vancouver International Boat Show, find the latest & most innovative products on the market",Public,once a year,http://www.vancouverboatshow.ca/,webmaster@nmma.org,Canada,False,2024-01-31,5,820
3486,SOUTHERN FARM SHOW 2024,The largest agricultural exposition in the Carolinas and Virginia,Public,once a year,http://www.southernshows.com/sfs,hdavis@southernshows.com,USA,False,2024-01-31,3,725
3487,HALIFAX INTERNATIONAL BOAT SHOW 2024,Halifax International Boat Show,Public,once a year,http://www.halifaxinternationalboatshow.ca/,info@masterpromotions.ca,Canada,False,2024-02-01,4,782
3488,"SALON PLEIN AIR, CHASSE ET PÊCHE DE MONTRÉAL 2024","Montreal Hunting, Fishing & Camping Show",Public,once a year,http://www.huntingfishingoutdoorshow.ca/,smurphy@mpltd.ca,Canada,True,2024-02-01,1,513
3511,SPIE PHOTONICS WEST 2024,"Commercial Exhibition on Optics, Lasers, Biomedical Optics, Optoelectronic Components, and Imaging Technologies",Public,once a year,http://spie.org/photonics-west.xml,customerservice@spie.org,USA,False,2024-01-27,6,834
3489,COLORADO SPRINGS HOME & LANDSCAPE SHOW 2024,"Home & Landscape Show. Colorado Springs Home and Garden Show is a comprehensive event that brings together homeowners and many of the most knowledgeable and experienced remodeling, landscaping and building experts",Public,once a year,http://www.homeshowcenter.com/overview/coloradospringhome2,info@homeshowcenter.com,USA,False,2024-02-02,3,744
3490,PROGRESSIVE INSURANCE ST. LOUIS BOAT & SPORTSHOW 2024,Boat Show,Public,once a year,http://www.stlouisboatshow.com/,webmaster@nmma.org,USA,True,2024-02-01,1,821
3491,PROGRESSIVE INSURANCE KANSAS CITY BOAT & SPORTSHOW 2024,Boat Show,Public,once a year,http://www.kansascitysportshow.com/,terry@scma.com,USA,True,2024-02-01,1,822
3492,DESIGNCON 2024,"DesignCon is the premier high-speed communications and system design conference and exposition, offering industry-critical engineering education in the heart of electronics innovation — Silicon Valley",Public,once a year,http://www.designcon.com/,registration.ime@informa.com,USA,False,2024-01-30,3,591
3493,THE FRANCHISE EXPO - NEW-YORK / NEW JERSEY 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/newyork/visitor,info@nationalevent.com,USA,False,2024-01-27,2,823
3494,HOUSTON HOME + GARDEN SHOW 2024,"Houston, TX Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://www.marketplaceevents.com/our-shows,alisonf@mpeshows.com,USA,False,2024-02-02,3,824
3495,ABIMAD 2024,Brazilian Contemporary Home Furnishings Exhibition. ABIMAD is the leading high-end furniture and accessories fair in Latin America. The fair holds two annual editions showcasing the best of Brazilian design and the main international trends,Public,twice a year,http://www.abimad.com.br/,abimad@abimad.com.br,Brazil,False,2024-01-30,4,440
3496,G & S ARKANSAS GUNS & KNIFE SHOW - HOT SPRINGS 2024,"Arms and Ammunition Fair. G & S ARKANSAS GUNS & KNIFE SHOW presents antique pistols, rifles, air guns, combat knives, gun magazines, collectible firearm, hunting gears, fishing gears, holsters, gun safes, display cases, survival training...",Public,once a year,http://gunshowtrader.com/promoter/gs-promotions,gnshpr1@aol.com,USA,True,2024-02-01,1,825
3497,TORONTO MARKET WEEK 2024,"Canadian International Consumer Goods Show. - Fashion (clothing, accessories, jewelry, shoes, handbags)- Gifts and decoration, household items, stationery, beauty, well-being...- Canadian handicrafts-...",Public,twice a year,http://www.torontomarketweek.ca/,tiffany@newcom.ca,Canada,False,2024-01-27,4,826
3498,WASHINGTON SPORTSMEN'S SHOW 2024,"Trade Fair for Outdoor Sports, Sport Fishing & Boat Show",Public,once a year,http://www.thesportshows.com/shows/washington,info@otshows.com,USA,False,2024-01-31,5,827
3499,THE UTAH BOAT SHOW 2024,Boat Show,Public,once a year,http://greenband.com/boat,showinfo@greenband.com,USA,False,2024-02-01,4,446
3500,HATTIESBURG GUNS & KNIFE SHOW 2024,"Arms Expo. HATTIESBURG GUNS & KNIFE SHOW presents automatic firearms, combat knife, samurai swords, collector guns, fishing tackle, antique pistols, cartridges, survival training, gun cases & safes, self protection weapons, flashlights and hi-tech optics",Public,twice a year,http://www.greatsoutherngunshow.com/calendar.htm,info@greatsoutherngunshow.com,USA,True,2024-02-01,1,655
3501,MICHIGAN INTERNATIONAL AUTO SHOW 2024,Michigan International Auto Show,Public,once a year,http://showspan.com/MAS,events@showspan.com,USA,False,2024-02-01,4,615
3502,VIRGINIA MOTOR TREND INTERNATIONAL AUTO SHOW 2024,"International Auto Show in Richmond. VIRGINIA MOTOR TREND INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, and SUVS and a collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://virginiaautoshow.com/,lisa.gelb@primedia.com,USA,True,2024-02-01,1,828
3503,PHILADELPHIA GIFT SHOW 2024,Regional Gift Show. the Philadelphia Gift Show is known as the home to every main line with a growing selection of thousands of lines from hundreds of national manufacturers and leading sales representatives,Public,twice a year,http://www.philadelphiagiftshow.com/,info@clarionevents.com,USA,True,2024-02-01,1,470
3504,MARINE WEST MILITARY EXPOSITION 2024,West Coast Forum for the Defense Industry to Display Products and Services to the US Marine Corps Users,Public,once a year,http://marinemilitaryexpos.com/marine-west,jaymie.nielsen@emeraldexpo.com,USA,True,2024-02-01,1,829
3505,GIFT + HOME MARKET TORONTO 2024,"Home, gift and lifestyle show. At Gift + Home Market Toronto discover the finest mix of gifts; from jewellery & fashion accessories to gourmet food, home décor and gardening, bath & body products, items both manufactured and made by hand in Canada",Public,twice a year,http://www.cangift.org/toronto-gift-fair/en/home,alberta@cangift.org,Canada,False,2024-01-28,5,457
3506,CURVE NV 2024,"Intimate Apparel Professionals Exhibition. CURVE NY features over 350 brands: from Top swimwear, lingerie, men’s, sleepwear, loungwear, shapewear, hosiery, maternity, active wear, plus size & attracts over 3, 000 buyers from specialty to online stores",Public,once a year,http://www.curvexpo.com/,info@curvexpo.com,USA,True,2024-02-01,1,429
3507,GUNS & KNIFE SHOW POOLER 2024,"Arms and Ammunition fair. GUNS & KNIFE SHOW POOLER features rifles, handguns, shotguns, combat knives and swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,twice a year,http://www.gemcapitolshows.com/,tiamalle@aol.com,USA,True,2024-02-01,1,830
3508,LOVELAND GUN SHOW 2024,"Colorado's Largest Gun Show. Every Tanner Gun Show is buy, sell, and trade",Public,once a year,http://www.tannergunshow.com/,TannerGunShow@gmail.com,USA,True,2024-02-01,1,831
3509,BUILD & REMODEL EXPO 2024,"The Build & Remodel Expo is the perfect place to learn about new trends, and talk one-on-one with industry professionals",Public,once a year,http://www.buildandremodelasheville.com/,Info@AshevilleHBA.com,USA,True,2024-02-01,1,832
3510,MARYVILLE GUNS & KNIFE SHOW 2024,"Self-protection weapon Expo. MARYVILLE GUNS & KNIFE SHOW presents automatic shotguns, shooting rifle, hunting knives, fishing gears, pistols, cartridges, display cases, gun safes, ear plugs, ammo, flashlight, safety gadgets, laser optics...",Public,once a year,http://www.greatamericanpromotionsllc.com/,MWXmarketing@aol.com,USA,True,2024-02-01,1,833
4529,FASTMARKETS FOREST PRODUCTS NORTH AMERICA CONFERENCE 2024,North American Forest Products Conference,Public,once a year,http://www.risiinfo.com/events,events@risi.com,USA,True,2024-09-01,1,1197
3512,INDIANA HOME AND GARDEN SHOW 2024,Home and Garden Show. Indiana Home and Garden Show is a comprehensive show that brings Indianapolis-area homeowners together with top remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/Indianapolis,info@homeshowcenter.com,USA,True,2024-02-01,1,699
3513,EXPO MANUFACTURA 2024,"Manufacturing Productivity Exhibition, featuring Assembly Technology, Quality, Metalworking and Software Pavilion",Public,once a year,http://expomanufactura.com.mx/,info@ejkrause.com,Mexico,False,2024-01-30,3,835
3514,NARTC 2024,The North American Refining Technical Conference is one of the must attend gathering for the North American refining and petrochemical industries,Public,once a year,http://worldrefiningassociation.com/event-events/nartc,wra@theenergyexchange.co.uk,USA,False,2024-01-30,2,836
3515,ROCK CREEK RENEGADES GUNS & KNIFE SHOWS 2024,"Weapon Fair. ROCK CREEK RENEGADES GUNS & KNIFE SHOWS features shotguns, handguns, muzzle rifle, combat knife and swords, collector & antic firearms, Indian artifacts, reload supplies, cartridges, hi-tech optics, safety equipment, holsters and gun parts",Public,twice a year,http://rockcreekrenegades.com/gun-shows,amoody1@neb.rr.com,USA,False,2024-01-27,2,837
3516,"RETROMANIA IN DRIPPING SPRINGS, TX 2024","Fair for Vintage and Collector's items. Comics, Toys, Records, Games, Movies, Cards, Apparel and more...",Public,once a year,http://www.heritageeventcompany.com/,heritageeventco@gmail.com,USA,True,2024-02-01,1,838
3517,GUN & KNIFE SHOW DULUTH 2024,"Arms & Ammunition fair. GUN & KNIFE SHOW DULUTH showcases shooting rifles, all sizes of knives, swords, hunting shotgun, camouflage merchandise, fishing accessories, carbines, cartridges, ammo, Hi-tech optics, combat training and outdoor survival gear",Public,once a year,http://www.crocodileproductionsinc.com/,crocodile1@comcast.net,USA,True,2024-02-01,1,710
3518,"MIDESSA BOAT, RV, SPORT & GUN SHOW 2024","Boat, RV, Sport & Gun Show",Public,once a year,http://midessaboatshow.net/,jramseynrg@aol.com,USA,True,2024-02-01,1,839
3519,BIG DAY - BRIDAL SHOW 2024,"Bridal Expo. The Big Day - Bridal Show attracts multiple wedding photographers, bridal salons, florists, caterers, ceremony and reception sites, DJs, bakeries, and more",Public,once a year,http://www.bigdaybridalshow.com/,bmcloughlin@bmg1.com,USA,True,2024-02-01,1,688
3520,THERMOPLASTIC CONCENTRATES NORTH AMERICA 2024,Congress dedicated to Thermoplastic Concentrates. Discovering new trends for the thermoplastic concentrate industry,Public,once a year,http://www.ami.international/events/upcoming,info@amiplastics.com,USA,False,2024-01-29,3,840
3521,WESTCHESTER WEDDING & BRIDAL EXPO 2024,"Bridal expo show in New England. Wedding dresses, bridesmaid dresses, invitations, shoes, venues and literally all other bridal and wedding services imaginable",Public,once a year,http://www.jenksproductions.com/event/westchester-bridal-expo,monica@jenksproductions.com,USA,False,2024-01-28,1,530
3522,INTERNATIONAL ROOFING EXPO 2024,"Int'l Roofing Industry Expo & conference. International Roofing Expo attracts manufacturers & suppliers of all sizes displaying multi-dimensional products, services, technologies, ideas & innovations for the roofing construction & maintenance industry",Public,once a year,http://www.theroofingexpo.com/,info@theroofingexpo.com,USA,False,2024-02-04,3,429
3523,NORTHWEST ARKANSAS HOME SHOW 2024,"Home and Garden Show. Reach 4, 000+ potential customers in one weekend!",Public,once a year,http://www.nwahomeshow.com/,info@nwabuilders.com,USA,False,2024-02-02,3,841
3524,NEW ENGLAND HOME SHOW - MARLBORO 2024,"Marlborough, MA Home Show",Public,once a year,http://www.newenglandhomeshows.com/home-show-marlboro,info@newenglandhomeshows.com,USA,False,2024-02-09,3,842
3525,PITTSBURGH REMODELING EXPO 2024,"Pittsburgh Home Remodeling Expo. Cabinetry and countertops, flooring, sunrooms and additions, basement finishing, waterproofing, smart home automation, energy efficient windows, exterior products and more",Public,once a year,http://www.homeshowcenter.com/overview/pittsburgh,info@homeshowcenter.com,USA,False,2024-02-02,3,843
3526,COLUMBUS GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. COLUMBUS GUN SHOW showcases shooting rifles, all sizes of knives, samurai swords, shotguns, collectible firearms, hunting and fishing accessories, Militaria of All Wars, ammo, carbines, cartridges and holsters",Public,unknown,http://www.cegunshows.com/,info@showmastersgunshows.com,USA,False,2024-02-03,2,844
3527,"NORTHWEST REMODELING EXPO — SEATTLE, WA 2024","The Seattle Remodeling Expo offers the latest information & inspirational ideas pertaining to all aspects of the home including the newest design trends, building & remodeling innovations & the latest options available to improve home's energy efficiency",Public,once a year,http://www.homeshowcenter.com/overview/seattle,info@homeshowcenter.com,USA,False,2024-02-02,3,845
3528,GREENVILLE GUNS & KNIFE SHOW 2024,"Weapon Fair. GREENVILLE GUNS & KNIFE SHOW showcases combat knives, swords, hunting rifle, shotguns, antique pistols, gun magazine, display cases, holsters, Indian artifacts, war relics, outdoor equipment, ammo, laser sight and gun parts",Public,unknown,http://ncgunshows.com/schedule,,USA,False,2024-02-03,2,763
3529,ACCESS MBA - WASHINGTON 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,USA,False,2024-02-10,1,846
3530,CHICAGO COLLECTIVE - MEN'S EDITION 2024,"The Chicago Collective is one of the greater menswear show in North America, hosting top brands from around the world",Public,once a year,http://www.chicagocollective.com/,chicagocollective@themart.com,USA,False,2024-02-03,4,847
3531,CURVE NY 2024,"Exhibition for intimate clothing professionals. CURVE NY offers: swimwear, women's and men's lingerie, nightwear, loungewear, hosiery, maternity, sports, plus sizes... and attracts distributors in store and online",Public,once a year,http://www.curvexpo.com/,info@curvexpo.com,USA,False,2024-02-04,3,551
3532,PALM SPRINGS FINE ART FAIR 2024,Post-war & Contemporary Art Fair,Public,once a year,http://intersectpalmsprings.com/,info@urban-expo.com,USA,False,2024-02-08,4,848
3533,GUNS & KNIFE SHOW BRUNSWICK 2024,"Arms and Ammunition fair. GUNS & KNIFE SHOW IN BRUNSWICK presents all types of firearms, training, combat knives & swords, fishing gears, antique pistols, cartridges, hunting accessories, gun cases & safes, self protection weapons and outdoor equipment",Public,unknown,http://www.gemcapitolshows.com/,tiamalle@aol.com,USA,False,2024-02-10,2,849
3534,MD&M WEST 2024,"Medical Design and Manufacturing Show. Exhibition & Conference. Medical Design & Manufacturing (MD&M) West provides you everything you need to improve product quality and reliability, shorten time-to-market, reduce costs, and enhance patient safety",Public,once a year,http://www.imengineeringwest.com/en/show-brands/mdm-west.html,registration.ime@informa.com,USA,False,2024-02-06,3,803
3535,LA CROSSE BOAT SPORTS TRAVEL RV & HUNTING SHOW 2024,"Boat, Nature, Hunting, Fishing and Sport Exhibition",Public,once a year,http://www.shamrockprod.com/visitor/lacrosse/lvhome.aspx,,USA,False,2024-02-08,4,850
3536,NY NOW 2024,"International Gift Fair. NY NOW hosts about 2, 800 exhibiting companies showcasing the very best lines across the home, lifestyle and gift spectrum",Public,twice a year,http://www.nynow.com/,NYNOW@xpressreg.net,USA,False,2024-02-04,4,551
3537,BRIDAL SHOWCASE - SOUTH TOWNE EXPO CENTER 2024,Wedding Fair,Public,once a year,http://greenband.com/bridal,showinfo@greenband.com,USA,False,2024-02-10,1,446
3538,JACKSONVILLE HOME & GARDEN SHOW 2024,"The Jacksonville Home and Garden Show will connect you to the area’s leading remodelers, builders, and design professionals",Public,twice a year,http://www.homeshowcenter.com/overview/jacksonvillehome,info@homeshowcenter.com,USA,False,2024-02-02,3,851
3539,CALGARY BOAT & OUTDOORS SHOW 2024,"The Calgary Boat & Outdoors Show features boats, watercraft, marine accessories, fishing, camping, hunting and outdoor related products and services",Public,once a year,http://www.calgaryboatandoutdoorshow.ca/,ltrendall@mpltd.ca,Canada,False,2024-02-09,3,452
3540,ACCESS MBA - NEW YORK 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,USA,False,2024-02-08,1,685
3541,GREAT AMERICAN OUTDOOR SHOW 2024,"One of the largest consumer events for sporting enthusiasts in North America in terms of size, attendance and exhibitor segments, targeting one of the biggest outdoor markets in the country",Public,once a year,http://www.greatamericanoutdoorshow.org/,GAOS@nrahq.org,USA,False,2024-02-03,9,668
3542,ADDITIVE MANUFACTURING STRATEGIES 2024,Summit and Exhibition devoted to the Future of 3D Printing in Medicine and Dentistry,Public,once a year,http://additivemanufacturingstrategies.com/,info@3dpfund.com,USA,False,2024-02-06,3,852
3543,ACCESS MBA - BOSTON 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,USA,False,2024-02-06,1,448
3544,IFLS + EICI - INTERNATIONAL FOOTWEAR & LEATHER SHOW 2024,"International Exhibition of Leather, Supplies, Machines and Technologies. The largest business platform in Colombia and the Andean region, where manufacturers, buyers, designers and suppliers come together to bring innovation & fashion trends",Public,twice a year,http://www.ifls.com.co/,ifls@ifls.com.co,Colombia,False,2024-02-06,4,424
3545,THE OHIO HOME + REMODELLING SHOW 2024,"Columbus, OH Home, Remodelling & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://ohiohomeandremodelingshow.com/,rosannah@marketplaceevents.com,USA,False,2024-02-02,10,616
